ticker,start_date,end_date,period_months,cumulative_return,sp500_return,abnormal_return,sue,surprise,reported_eps,eps_estimate
RIOT,10/31/24,1/31/25,3,0.2585,0.0574,0.201,-0.7965,-0.38,-0.54,-0.16
RIOT,8/1/24,9/1/24,1,-0.1214,0.0578,-0.1791,-0.5659,-0.27,-0.41,-0.14
RIOT,8/1/24,10/1/24,2,-0.1739,0.0703,-0.2442,-0.5659,-0.27,-0.41,-0.14
RIOT,8/1/24,11/1/24,3,0.1015,0.0749,0.0267,-0.5659,-0.27,-0.41,-0.14
RIOT,5/2/24,6/2/24,1,-0.0653,0.0314,-0.0967,1.9913,0.95,0.81,-0.14
RIOT,5/2/24,7/2/24,2,-0.0672,0.0772,-0.1444,1.9913,0.95,0.81,-0.14
RIOT,5/2/24,8/2/24,3,-0.1775,0.0456,-0.2232,1.9913,0.95,0.81,-0.14
RIOT,2/24/24,3/24/24,1,-0.3437,0.0333,-0.377,1.5302,0.73,0.45,-0.28
RIOT,2/24/24,4/24/24,2,-0.3161,0.002,-0.318,1.5302,0.73,0.45,-0.28
RIOT,2/24/24,5/24/24,3,-0.403,0.0496,-0.4526,1.5302,0.73,0.45,-0.28
RIOT,11/8/23,12/8/23,1,0.5504,0.0608,0.4897,-0.1048,-0.05,-0.25,-0.2
RIOT,11/8/23,1/8/24,2,0.5681,0.0984,0.4697,-0.1048,-0.05,-0.25,-0.2
RIOT,11/8/23,2/8/24,3,0.2782,0.1533,0.1249,-0.1048,-0.05,-0.25,-0.2
RIOT,8/10/23,9/10/23,1,-0.281,-0.0003,-0.2807,0.0838,0.04,-0.17,-0.21
RIOT,8/10/23,10/10/23,2,-0.3329,-0.0215,-0.3114,0.0838,0.04,-0.17,-0.21
RIOT,8/10/23,11/10/23,3,-0.3198,-0.0078,-0.3119,0.0838,0.04,-0.17,-0.21
RIOT,5/11/23,6/11/23,1,-0.0264,0.0445,-0.0709,-0.3354,-0.16,-0.33,-0.17
RIOT,5/11/23,7/11/23,2,0.6503,0.079,0.5713,-0.3354,-0.16,-0.33,-0.17
RIOT,5/11/23,8/11/23,3,0.4354,0.0868,0.3487,-0.3354,-0.16,-0.33,-0.17
NKLA,11/1/24,12/1/24,1,-0.3891,0.0575,-0.4465,-2.5893,-0.4,-2.75,-2.35
NKLA,11/1/24,1/1/25,2,-0.6383,0.032,-0.6703,-2.5893,-0.4,-2.75,-2.35
NKLA,11/1/24,2/1/25,3,-0.7598,0.0597,-0.8196,-2.5893,-0.4,-2.75,-2.35
NKLA,8/10/24,9/10/24,1,-0.3603,0.0291,-0.3895,1.1652,0.18,-2.67,-2.85
NKLA,8/10/24,10/10/24,2,-0.4576,0.0837,-0.5413,1.1652,0.18,-2.67,-2.85
NKLA,8/10/24,11/10/24,3,-0.6234,0.1252,-0.7486,1.1652,0.18,-2.67,-2.85
NKLA,5/8/24,6/8/24,1,-0.1391,0.0266,-0.1657,0.0647,0.01,-0.09,-0.1
NKLA,5/8/24,7/8/24,2,-0.3929,0.0709,-0.4639,0.0647,0.01,-0.09,-0.1
NKLA,5/8/24,8/8/24,3,-0.5486,0.0234,-0.572,0.0647,0.01,-0.09,-0.1
NKLA,2/23/24,3/23/24,1,-0.0837,0.0333,-0.117,0.1295,0.02,-0.11,-0.13
NKLA,2/23/24,4/23/24,2,-0.1211,0.0024,-0.1235,0.1295,0.02,-0.11,-0.13
NKLA,2/23/24,5/23/24,3,-0.2687,0.0427,-0.3114,0.1295,0.02,-0.11,-0.13
NKLA,11/3/23,12/3/23,1,-0.0685,0.0537,-0.1222,-1.0357,-0.16,-0.3,-0.14
NKLA,11/3/23,1/3/24,2,-0.324,0.0803,-0.4044,-1.0357,-0.16,-0.3,-0.14
NKLA,11/3/23,2/3/24,3,-0.3351,0.1392,-0.4743,-1.0357,-0.16,-0.3,-0.14
NKLA,8/5/23,9/5/23,1,-0.5105,-0.0033,-0.5072,0.1295,0.02,-0.2,-0.22
NKLA,8/5/23,10/5/23,2,-0.431,-0.0548,-0.3761,0.1295,0.02,-0.2,-0.22
NKLA,8/5/23,11/5/23,3,-0.523,-0.0321,-0.4909,0.1295,0.02,-0.2,-0.22
NKLA,5/10/23,6/10/23,1,-0.1505,0.0431,-0.1936,0,0,-0.26,-0.26
NKLA,5/10/23,7/10/23,2,0.7771,0.0708,0.7063,0,0,-0.26,-0.26
NKLA,5/10/23,8/10/23,3,1.3614,0.086,1.2755,0,0,-0.26,-0.26
NKLA,2/24/23,3/24/23,1,-0.3243,-0.0012,-0.3231,0.3884,0.06,-0.37,-0.43
NKLA,2/24/23,4/24/23,2,-0.6305,0.0414,-0.672,0.3884,0.06,-0.37,-0.43
NKLA,2/24/23,5/24/23,3,-0.6524,0.0375,-0.6899,0.3884,0.06,-0.37,-0.43
NKLA,11/4/22,12/4/22,1,-0.0035,0.071,-0.0745,0.712,0.11,-0.28,-0.39
NKLA,11/4/22,1/4/23,2,-0.1958,0.0147,-0.2105,0.712,0.11,-0.28,-0.39
NKLA,11/4/22,2/4/23,3,-0.0385,0.0903,-0.1287,0.712,0.11,-0.28,-0.39
NKLA,8/5/22,9/5/22,1,-0.3235,-0.0502,-0.2732,0.1942,0.03,-0.25,-0.28
NKLA,8/5/22,10/5/22,2,-0.525,-0.0832,-0.4419,0.1942,0.03,-0.25,-0.28
NKLA,8/5/22,11/5/22,3,-0.62,-0.085,-0.5351,0.1942,0.03,-0.25,-0.28
NKLA,5/6/22,6/6/22,1,0.1094,0.0342,0.0752,0.3884,0.06,-0.21,-0.27
NKLA,5/6/22,7/6/22,2,-0.1145,-0.0333,-0.0812,0.3884,0.06,-0.21,-0.27
NKLA,5/6/22,8/6/22,3,0.3761,0.0429,0.3332,0.3884,0.06,-0.21,-0.27
AAL,1/24/25,2/24/25,1,-0.1099,-0.0036,-0.1063,1.763,0.22,0.86,0.64
AAL,1/24/25,3/24/25,2,-0.3122,-0.0393,-0.2729,1.763,0.22,0.86,0.64
AAL,1/24/25,4/24/25,3,-0.4012,-0.0613,-0.3399,1.763,0.22,0.86,0.64
AAL,10/25/24,11/25/24,1,0.0971,0.0288,0.0683,1.1219,0.14,0.3,0.16
AAL,10/25/24,12/25/24,2,0.2757,0.0387,0.237,1.1219,0.14,0.3,0.16
AAL,10/25/24,1/25/25,3,0.2471,0.0502,0.1968,1.1219,0.14,0.3,0.16
AAL,7/26/24,8/26/24,1,-0.0211,0.0294,-0.0505,0.3205,0.04,1.09,1.05
AAL,7/26/24,9/26/24,2,0.1304,0.0538,0.0766,0.3205,0.04,1.09,1.05
AAL,7/26/24,10/26/24,3,0.2608,0.0662,0.1946,0.3205,0.04,1.09,1.05
AAL,4/26/24,5/26/24,1,-0.01,0.038,-0.048,-0.4007,-0.05,-0.34,-0.29
AAL,4/26/24,6/26/24,2,-0.2046,0.073,-0.2775,-0.4007,-0.05,-0.34,-0.29
AAL,4/26/24,7/26/24,3,-0.2403,0.0708,-0.3112,-0.4007,-0.05,-0.34,-0.29
AAL,1/26/24,2/26/24,1,0.0228,0.03,-0.0072,1.5226,0.19,0.29,0.1
AAL,1/26/24,3/26/24,2,-0.0013,0.0593,-0.0607,1.5226,0.19,0.29,0.1
AAL,1/26/24,4/26/24,3,-0.071,0.0378,-0.1087,1.5226,0.19,0.29,0.1
AAL,10/20/23,11/20/23,1,0.0983,0.0804,0.0179,1.0418,0.13,0.38,0.25
AAL,10/20/23,12/20/23,2,0.2383,0.1182,0.1201,1.0418,0.13,0.38,0.25
AAL,10/20/23,1/20/24,3,0.2099,0.152,0.0579,1.0418,0.13,0.38,0.25
AAL,7/21/23,8/21/23,1,-0.1019,-0.0327,-0.0692,2.6445,0.33,1.92,1.59
AAL,7/21/23,9/21/23,2,-0.2263,-0.0469,-0.1794,2.6445,0.33,1.92,1.59
AAL,7/21/23,10/21/23,3,-0.3436,-0.0694,-0.2742,2.6445,0.33,1.92,1.59
AAL,4/28/23,5/28/23,1,0.0331,0.0109,0.0223,0,0,0.05,0.05
AAL,4/28/23,6/28/23,2,0.2635,0.0542,0.2093,0,0,0.05,0.05
AAL,4/28/23,7/28/23,3,0.2088,0.1037,0.105,0,0,0.05,0.05
LCID,2/26/25,3/26/25,1,0.0561,-0.0252,0.0813,0.6626,0.03,-0.22,-0.25
LCID,2/26/25,4/26/25,2,0.1345,-0.0383,0.1728,0.6626,0.03,-0.22,-0.25
LCID,2/26/25,5/26/25,3,0.1345,-0.0383,0.1728,0.6626,0.03,-0.22,-0.25
LCID,11/8/24,12/8/24,1,-0.0171,0.0151,-0.0322,0.4417,0.02,-0.28,-0.3
LCID,11/8/24,1/8/25,2,0.2735,-0.0122,0.2857,0.4417,0.02,-0.28,-0.3
LCID,11/8/24,2/8/25,3,0.2094,0.0067,0.2027,0.4417,0.02,-0.28,-0.3
LCID,8/6/24,9/6/24,1,0.2268,0.0418,0.185,-0.6626,-0.03,-0.29,-0.26
LCID,8/6/24,10/6/24,2,0.1478,0.1081,0.0396,-0.6626,-0.03,-0.29,-0.26
LCID,8/6/24,11/6/24,3,-0.268,0.143,-0.4111,-0.6626,-0.03,-0.29,-0.26
LCID,5/7/24,6/7/24,1,0.0074,0.0325,-0.0251,-1.1043,-0.05,-0.3,-0.25
LCID,5/7/24,7/7/24,2,0.0812,0.0759,0.0053,-1.1043,-0.05,-0.3,-0.25
LCID,5/7/24,8/7/24,3,0.0738,0.0061,0.0677,-1.1043,-0.05,-0.3,-0.25
LCID,2/22/24,3/22/24,1,-0.0828,0.0295,-0.1123,0,0,-0.3,-0.3
LCID,2/22/24,4/22/24,2,-0.2119,-0.013,-0.199,0,0,-0.3,-0.3
LCID,2/22/24,5/22/24,3,-0.043,0.0465,-0.0896,0,0,-0.3,-0.3
LCID,11/8/23,12/8/23,1,0.2597,0.0608,0.1989,0.8835,0.04,-0.31,-0.35
LCID,11/8/23,1/8/24,2,0.012,0.0984,-0.0864,0.8835,0.04,-0.31,-0.35
LCID,11/8/23,2/8/24,3,-0.0652,0.1533,-0.2185,0.8835,0.04,-0.31,-0.35
LCID,8/8/23,9/8/23,1,-0.1751,-0.0005,-0.1746,-1.9878,-0.09,-0.42,-0.33
LCID,8/8/23,10/8/23,2,-0.2754,-0.033,-0.2425,-1.9878,-0.09,-0.42,-0.33
LCID,8/8/23,11/8/23,3,-0.4421,-0.0156,-0.4265,-1.9878,-0.09,-0.42,-0.33
LCID,5/9/23,6/9/23,1,-0.1327,0.0413,-0.174,0.4417,0.02,-0.39,-0.41
LCID,5/9/23,7/9/23,2,0.0405,0.0662,-0.0257,0.4417,0.02,-0.39,-0.41
LCID,5/9/23,8/9/23,3,-0.0112,0.0837,-0.0949,0.4417,0.02,-0.39,-0.41
IONQ,2/27/25,3/27/25,1,-0.0374,-0.0427,0.0053,-2.8222,-0.68,-0.93,-0.25
IONQ,2/27/25,4/27/25,2,-0.0562,-0.0531,-0.0031,-2.8222,-0.68,-0.93,-0.25
IONQ,2/27/25,5/27/25,3,-0.0562,-0.0531,-0.0031,-2.8222,-0.68,-0.93,-0.25
IONQ,11/7/24,12/7/24,1,0.5317,0.0161,0.5156,-0.083,-0.02,-0.24,-0.22
IONQ,11/7/24,1/7/25,2,1.0004,-0.0127,1.0131,-0.083,-0.02,-0.24,-0.22
IONQ,11/7/24,2/7/25,3,0.6365,0.0077,0.6289,-0.083,-0.02,-0.24,-0.22
IONQ,8/8/24,9/8/24,1,-0.0449,0.0138,-0.0588,0.166,0.04,-0.18,-0.22
IONQ,8/8/24,10/8/24,2,0.3413,0.0787,0.2626,0.166,0.04,-0.18,-0.22
IONQ,8/8/24,11/8/24,3,2.4817,0.1258,2.356,0.166,0.04,-0.18,-0.22
IONQ,5/9/24,6/9/24,1,-0.0976,0.0253,-0.1229,0.249,0.06,-0.19,-0.25
IONQ,5/9/24,7/9/24,2,-0.0896,0.0706,-0.1602,0.249,0.06,-0.19,-0.25
IONQ,5/9/24,8/9/24,3,-0.1825,0.0266,-0.2092,0.249,0.06,-0.19,-0.25
IONQ,2/29/24,3/29/24,1,-0.0629,0.0231,-0.0859,0,0,-0.2,-0.2
IONQ,2/29/24,4/29/24,2,-0.1632,-0.0024,-0.1609,0,0,-0.2,-0.2
IONQ,2/29/24,5/29/24,3,-0.2364,0.029,-0.2654,0,0,-0.2,-0.2
IONQ,11/9/23,12/9/23,1,0.2842,0.0445,0.2398,-0.166,-0.04,-0.22,-0.18
IONQ,11/9/23,1/9/24,2,0.1679,0.0799,0.088,-0.166,-0.04,-0.22,-0.18
IONQ,11/9/23,2/9/24,3,0.0469,0.1421,-0.0952,-0.166,-0.04,-0.22,-0.18
IONQ,8/11/23,9/11/23,1,0.3226,0.0008,0.3218,-0.3735,-0.09,-0.22,-0.13
IONQ,8/11/23,10/11/23,2,0.0544,-0.0229,0.0773,-0.3735,-0.09,-0.22,-0.13
IONQ,8/11/23,11/11/23,3,-0.2836,-0.0133,-0.2703,-0.3735,-0.09,-0.22,-0.13
IONQ,5/12/23,6/12/23,1,0.436,0.0503,0.3856,-0.1245,-0.03,-0.14,-0.11
IONQ,5/12/23,7/12/23,2,1.0054,0.0839,0.9215,-0.1245,-0.03,-0.14,-0.11
IONQ,5/12/23,8/12/23,3,1.1403,0.083,1.0573,-0.1245,-0.03,-0.14,-0.11
HCP,12/6/24,1/6/25,1,0.0184,-0.0121,0.0305,1.4935,0.08,0.13,0.05
HCP,12/6/24,2/6/25,2,0.0107,0.0061,0.0046,1.4935,0.08,0.13,0.05
HCP,12/6/24,3/6/25,3,0.0339,-0.0292,0.0631,1.4935,0.08,0.13,0.05
HCP,5/31/24,6/30/24,1,0,0.0344,-0.0344,1.1202,0.06,0.05,-0.01
HCP,5/31/24,7/31/24,2,0.0018,0.047,-0.0452,1.1202,0.06,0.05,-0.01
HCP,5/31/24,8/31/24,3,0.0074,0.0714,-0.064,1.1202,0.06,0.05,-0.01
HCP,3/6/24,4/6/24,1,-0.0194,0.0102,-0.0295,0.7468,0.04,0.05,0.01
HCP,3/6/24,5/6/24,2,0.2458,0.0065,0.2393,0.7468,0.04,0.05,0.01
HCP,3/6/24,6/6/24,3,0.2823,0.0418,0.2405,0.7468,0.04,0.05,0.01
HCP,12/8/23,1/8/24,1,0.0531,0.0315,0.0216,1.3069,0.07,0.03,-0.04
HCP,12/8/23,2/8/24,2,0.1395,0.083,0.0565,1.3069,0.07,0.03,-0.04
HCP,12/8/23,3/8/24,3,0.2485,0.1121,0.1363,1.3069,0.07,0.03,-0.04
HCP,9/1/23,10/1/23,1,-0.1794,-0.0451,-0.1343,0.9335,0.05,-0.1,-0.15
HCP,9/1/23,11/1/23,2,-0.2951,-0.0558,-0.2393,0.9335,0.05,-0.1,-0.15
HCP,9/1/23,12/1/23,3,-0.1366,0.0256,-0.1621,0.9335,0.05,-0.1,-0.15
HCP,6/8/23,7/8/23,1,-0.0432,0.0239,-0.0671,1.3069,0.07,-0.07,-0.14
HCP,6/8/23,8/8/23,2,0.0838,0.0477,0.036,1.3069,0.07,-0.07,-0.14
HCP,6/8/23,9/8/23,3,-0.0267,0.0402,-0.0669,1.3069,0.07,-0.07,-0.14
HCP,3/10/23,4/10/23,1,-0.0503,0.067,-0.1172,2.9871,0.16,-0.07,-0.23
HCP,3/10/23,5/10/23,2,0.0834,0.0754,0.008,2.9871,0.16,-0.07,-0.23
HCP,3/10/23,6/10/23,3,-0.0899,0.1198,-0.2098,2.9871,0.16,-0.07,-0.23
HCP,12/8/22,1/8/23,1,-0.1789,-0.0087,-0.1702,3.3605,0.18,-0.13,-0.31
HCP,12/8/22,2/8/23,2,0.0992,0.049,0.0503,3.3605,0.18,-0.13,-0.31
HCP,12/8/22,3/8/23,3,0.0607,0.019,0.0418,3.3605,0.18,-0.13,-0.31
HCP,9/2/22,10/2/22,1,0.1275,-0.0822,0.2097,2.6137,0.14,-0.17,-0.31
HCP,9/2/22,11/2/22,2,-0.0242,-0.0367,0.0126,2.6137,0.14,-0.17,-0.31
HCP,9/2/22,12/2/22,3,-0.0385,0.0456,-0.0841,2.6137,0.14,-0.17,-0.31
HCP,6/3/22,7/3/22,1,-0.1574,-0.0702,-0.0872,2.2403,0.12,-0.17,-0.29
HCP,6/3/22,8/3/22,2,0.1105,0.0108,0.0997,2.2403,0.12,-0.17,-0.29
HCP,6/3/22,9/3/22,3,-0.1535,-0.0434,-0.1101,2.2403,0.12,-0.17,-0.29
HCP,3/11/22,4/11/22,1,0.6579,0.0582,0.5997,0.1867,0.01,-0.24,-0.25
HCP,3/11/22,5/11/22,2,-0.0031,-0.0552,0.0521,0.1867,0.01,-0.24,-0.25
HCP,3/11/22,6/11/22,3,-0.0727,-0.0623,-0.0104,0.1867,0.01,-0.24,-0.25
ANVS,3/22/25,4/22/25,1,-0.1946,-0.0228,-0.1718,-0.2296,-0.1,-0.43,-0.33
ANVS,3/22/25,5/22/25,2,-0.1946,-0.0228,-0.1718,-0.2296,-0.1,-0.43,-0.33
ANVS,3/22/25,6/22/25,3,-0.1946,-0.0228,-0.1718,-0.2296,-0.1,-0.43,-0.33
ANVS,11/9/24,12/9/24,1,-0.251,0.0099,-0.2609,-1.0101,-0.44,-0.97,-0.53
ANVS,11/9/24,1/9/25,2,-0.3255,-0.0122,-0.3133,-1.0101,-0.44,-0.97,-0.53
ANVS,11/9/24,2/9/25,3,-0.6157,0.0067,-0.6224,-1.0101,-0.44,-0.97,-0.53
ANVS,8/15/24,9/15/24,1,-0.061,0.0139,-0.0749,0.7116,0.31,-0.32,-0.63
ANVS,8/15/24,10/15/24,2,-0.0645,0.0492,-0.1136,0.7116,0.31,-0.32,-0.63
ANVS,8/15/24,11/15/24,3,-0.1981,0.06,-0.2581,0.7116,0.31,-0.32,-0.63
ANVS,5/11/24,6/11/24,1,-0.0117,0.0308,-0.0425,0.1836,0.08,-0.72,-0.8
ANVS,5/11/24,7/11/24,2,0.9139,0.0717,0.8421,0.1836,0.08,-0.72,-0.8
ANVS,5/11/24,8/11/24,3,0.1226,0.0265,0.0961,0.1836,0.08,-0.72,-0.8
ANVS,3/30/24,4/30/24,1,-0.5343,-0.0386,-0.4956,-2.1579,-0.94,-2.24,-1.3
ANVS,3/30/24,5/30/24,2,-0.4983,0.0009,-0.4992,-2.1579,-0.94,-2.24,-1.3
ANVS,3/30/24,6/30/24,3,-0.5184,0.0456,-0.564,-2.1579,-0.94,-2.24,-1.3
ANVS,11/9/23,12/9/23,1,0.7724,0.0445,0.728,-1.2396,-0.54,-1.63,-1.09
ANVS,11/9/23,1/9/24,2,1.2448,0.0799,1.165,-1.2396,-0.54,-1.63,-1.09
ANVS,11/9/23,2/9/24,3,0.8879,0.1421,0.7458,-1.2396,-0.54,-1.63,-1.09
ANVS,8/15/23,9/15/23,1,-0.1808,0.012,-0.1929,0.1607,0.07,-1.07,-1.14
ANVS,8/15/23,10/15/23,2,-0.3926,-0.0151,-0.3775,0.1607,0.07,-1.07,-1.14
ANVS,8/15/23,11/15/23,3,-0.5386,0.0264,-0.5651,0.1607,0.07,-1.07,-1.14
HOOD,2/13/25,3/13/25,1,-0.4482,-0.0956,-0.3526,2.9965,0.57,1.01,0.44
HOOD,2/13/25,4/13/25,2,-0.3542,-0.0772,-0.277,2.9965,0.57,1.01,0.44
HOOD,2/13/25,5/13/25,3,-0.3542,-0.0772,-0.277,2.9965,0.57,1.01,0.44
HOOD,10/31/24,11/30/24,1,0.5661,0.0552,0.5109,-0.0526,-0.01,0.17,0.18
HOOD,10/31/24,12/31/24,2,0.5544,0.0298,0.5247,-0.0526,-0.01,0.17,0.18
HOOD,10/31/24,1/31/25,3,1.1673,0.0574,1.1098,-0.0526,-0.01,0.17,0.18
HOOD,8/8/24,9/8/24,1,0.0569,0.0138,0.0431,0.3154,0.06,0.21,0.15
HOOD,8/8/24,10/8/24,2,0.4291,0.0787,0.3504,0.3154,0.06,0.21,0.15
HOOD,8/8/24,11/8/24,3,0.7042,0.1258,0.5785,0.3154,0.06,0.21,0.15
HOOD,5/9/24,6/9/24,1,0.3666,0.0253,0.3413,0.6308,0.12,0.18,0.06
HOOD,5/9/24,7/9/24,2,0.3925,0.0706,0.3219,0.6308,0.12,0.18,0.06
HOOD,5/9/24,8/9/24,3,0.1041,0.0266,0.0775,0.6308,0.12,0.18,0.06
HOOD,2/14/24,3/14/24,1,0.345,0.0258,0.3192,0.2103,0.04,0.03,-0.01
HOOD,2/14/24,4/14/24,2,0.339,0.0208,0.3183,0.2103,0.04,0.03,-0.01
HOOD,2/14/24,5/14/24,3,0.3428,0.0456,0.2971,0.2103,0.04,0.03,-0.01
HOOD,11/8/23,12/8/23,1,0.4792,0.0608,0.4184,0.0526,0.01,-0.09,-0.1
HOOD,11/8/23,1/8/24,2,0.5662,0.0984,0.4678,0.0526,0.01,-0.09,-0.1
HOOD,11/8/23,2/8/24,3,0.4149,0.1533,0.2616,0.0526,0.01,-0.09,-0.1
HOOD,8/3/23,9/3/23,1,-0.0151,0.0098,-0.0249,0.2103,0.04,0.03,-0.01
HOOD,8/3/23,10/3/23,2,-0.1551,-0.0531,-0.102,0.2103,0.04,0.03,-0.01
HOOD,8/3/23,11/3/23,3,-0.141,-0.0237,-0.1173,0.2103,0.04,0.03,-0.01
HOOD,5/11/23,6/11/23,1,0.0767,0.0445,0.0322,0.2103,0.04,-0.57,-0.61
HOOD,5/11/23,7/11/23,2,0.3535,0.079,0.2746,0.2103,0.04,-0.57,-0.61
HOOD,5/11/23,8/11/23,3,0.2265,0.0868,0.1398,0.2103,0.04,-0.57,-0.61
CLF,2/25/25,3/25/25,1,-0.1107,-0.0292,-0.0815,-1.9769,-0.31,-0.92,-0.61
CLF,2/25/25,4/25/25,2,-0.2337,-0.0536,-0.1801,-1.9769,-0.31,-0.92,-0.61
CLF,2/25/25,5/25/25,3,-0.2337,-0.0536,-0.1801,-1.9769,-0.31,-0.92,-0.61
CLF,11/5/24,12/5/24,1,-0.1349,0.0264,-0.1613,-1.5943,-0.25,-0.52,-0.27
CLF,11/5/24,1/5/25,2,-0.3185,0.0049,-0.3234,-1.5943,-0.25,-0.52,-0.27
CLF,11/5/24,2/5/25,3,-0.2496,0.0257,-0.2754,-1.5943,-0.25,-0.52,-0.27
CLF,4/23/24,5/23/24,1,-0.0764,0.0407,-0.1171,-0.2551,-0.04,0.18,0.22
CLF,4/23/24,6/23/24,2,-0.1921,0.0808,-0.273,-0.2551,-0.04,0.18,0.22
CLF,4/23/24,7/23/24,3,-0.1332,0.0992,-0.2324,-0.2551,-0.04,0.18,0.22
CLF,1/30/24,2/29/24,1,0.0374,0.0522,-0.0148,0.0638,0.01,-0.05,-0.06
CLF,1/30/24,3/30/24,2,0.1342,0.0866,0.0476,0.0638,0.01,-0.05,-0.06
CLF,1/30/24,4/30/24,3,-0.1571,0.0428,-0.1999,0.0638,0.01,-0.05,-0.06
CLF,10/24/23,11/24/23,1,0.06,0.0904,-0.0304,0.5739,0.09,0.52,0.43
CLF,10/24/23,12/24/23,2,0.3102,0.139,0.1712,0.5739,0.09,0.52,0.43
CLF,10/24/23,1/24/24,3,0.1541,0.1672,-0.013,0.5739,0.09,0.52,0.43
CLF,7/25/23,8/25/23,1,-0.1526,-0.0341,-0.1185,-0.1275,-0.02,0.67,0.69
CLF,7/25/23,9/25/23,2,-0.1405,-0.0478,-0.0927,-0.1275,-0.02,0.67,0.69
CLF,7/25/23,10/25/23,3,-0.085,-0.0801,-0.0049,-0.1275,-0.02,0.67,0.69
CLF,4/25/23,5/25/23,1,-0.0371,0.0254,-0.0625,0.5102,0.08,-0.11,-0.19
CLF,4/25/23,6/25/23,2,0.0667,0.0753,-0.0086,0.5102,0.08,-0.11,-0.19
CLF,4/25/23,7/25/23,3,0.1846,0.1305,0.0541,0.5102,0.08,-0.11,-0.19
CGC,2/8/25,3/8/25,1,-0.4046,-0.0478,-0.3568,-0.8103,-0.55,-1.11,-0.56
CGC,2/8/25,4/8/25,2,-0.4809,-0.0698,-0.4112,-0.8103,-0.55,-1.11,-0.56
CGC,2/8/25,5/8/25,3,-0.4809,-0.0698,-0.4112,-0.8103,-0.55,-1.11,-0.56
CGC,11/9/24,12/9/24,1,-0.0965,0.0099,-0.1064,-1.6205,-1.1,-1.48,-0.38
CGC,11/9/24,1/9/25,2,-0.3416,-0.0122,-0.3294,-1.6205,-1.1,-1.48,-0.38
CGC,11/9/24,2/9/25,3,-0.5,0.0067,-0.5067,-1.6205,-1.1,-1.48,-0.38
CGC,8/10/24,9/10/24,1,-0.2435,0.0291,-0.2726,-1.6795,-1.14,-1.6,-0.46
CGC,8/10/24,10/10/24,2,-0.3727,0.0837,-0.4564,-1.6795,-1.14,-1.6,-0.46
CGC,8/10/24,11/10/24,3,-0.3318,0.1252,-0.4569,-1.6795,-1.14,-1.6,-0.46
CGC,5/31/24,6/30/24,1,-0.1958,0.0344,-0.2302,-0.8545,-0.58,-1.03,-0.45
CGC,5/31/24,7/31/24,2,-0.0524,0.047,-0.0993,-0.8545,-0.58,-1.03,-0.45
CGC,5/31/24,8/31/24,3,-0.3504,0.0714,-0.4218,-0.8545,-0.58,-1.03,-0.45
CGC,2/10/24,3/10/24,1,-0.1974,0.0214,-0.2188,-3.1232,-2.12,-2.62,-0.5
CGC,2/10/24,4/10/24,2,1.4,0.0294,1.3706,-3.1232,-2.12,-2.62,-0.5
CGC,2/10/24,5/10/24,3,1.3816,0.0429,1.3387,-3.1232,-2.12,-2.62,-0.5
CGC,11/10/23,12/10/23,1,0.4733,0.0455,0.4278,-0.383,-0.26,-0.43,-0.17
CGC,11/10/23,1/10/24,2,-0.1602,0.087,-0.2472,-0.383,-0.26,-0.43,-0.17
CGC,11/10/23,2/10/24,3,-0.2597,0.1432,-0.4029,-0.383,-0.26,-0.43,-0.17
CGC,8/10/23,9/10/23,1,1.3127,-0.0003,1.3129,0.1473,0.1,-0.07,-0.17
CGC,8/10/23,10/10/23,2,0.8089,-0.0215,0.8304,0.1473,0.1,-0.07,-0.17
CGC,8/10/23,11/10/23,3,0.2928,-0.0078,0.3006,0.1473,0.1,-0.07,-0.17
CGC,6/23/23,7/23/23,1,-0.2515,0.0481,-0.2995,-1.5911,-1.08,-1.28,-0.2
CGC,6/23/23,8/23/23,2,-0.1915,0.0269,-0.2184,-1.5911,-1.08,-1.28,-0.2
CGC,6/23/23,9/23/23,3,0.6248,0.0012,0.6236,-1.5911,-1.08,-1.28,-0.2
PANW,2/14/25,3/14/25,1,-0.1245,-0.0796,-0.0449,0.4364,0.03,0.81,0.78
PANW,2/14/25,4/14/25,2,-0.1775,-0.0799,-0.0976,0.4364,0.03,0.81,0.78
PANW,2/14/25,5/14/25,3,-0.1775,-0.0799,-0.0976,0.4364,0.03,0.81,0.78
PANW,11/21/24,12/21/24,1,-0.0256,-0.004,-0.0216,0.5818,0.04,0.78,0.74
PANW,11/21/24,1/21/25,2,-0.0426,0.0161,-0.0587,0.5818,0.04,0.78,0.74
PANW,11/21/24,2/21/25,3,-0.0034,0.0108,-0.0142,0.5818,0.04,0.78,0.74
PANW,8/20/24,9/20/24,1,-0.0546,0.0167,-0.0713,1.4545,0.1,1.51,1.41
PANW,8/20/24,10/20/24,2,0.0419,0.046,-0.004,1.4545,0.1,1.51,1.41
PANW,8/20/24,11/20/24,3,0.0921,0.0565,0.0356,1.4545,0.1,1.51,1.41
PANW,5/21/24,6/21/24,1,0.0381,0.031,0.0071,1.0182,0.07,1.32,1.25
PANW,5/21/24,7/21/24,2,0.0723,0.0395,0.0328,1.0182,0.07,1.32,1.25
PANW,5/21/24,8/21/24,3,0.1658,0.0615,0.1043,1.0182,0.07,1.32,1.25
PANW,2/21/24,3/21/24,1,0.074,0.0322,0.0418,2.3272,0.16,1.46,1.3
