ticker,start_date,end_date,period_months,cumulative_return,sp500_return,abnormal_return,sue,surprise,reported_eps,eps_estimate
INTC,10/27/23,12/27/23,2,0.4269,0.1512,0.2757,2.0014,0.19,0.41,0.22
INTC,10/27/23,1/27/24,3,0.2271,0.1776,0.0495,2.0014,0.19,0.41,0.22
INTC,7/28/23,8/28/23,1,-0.0567,-0.0328,-0.0239,1.6854,0.16,0.13,-0.03
INTC,7/28/23,9/28/23,2,-0.013,-0.0606,0.0477,1.6854,0.16,0.13,-0.03
INTC,7/28/23,10/28/23,3,-0.0029,-0.0997,0.0969,1.6854,0.16,0.13,-0.03
INTC,4/28/23,5/28/23,1,-0.039,0.0109,-0.0498,1.1587,0.11,-0.04,-0.15
INTC,4/28/23,6/28/23,2,0.1125,0.0542,0.0583,1.1587,0.11,-0.04,-0.15
INTC,4/28/23,7/28/23,3,0.2205,0.1037,0.1167,1.1587,0.11,-0.04,-0.15
RIVN,2/21/25,3/21/25,1,-0.0301,-0.0528,0.0227,1.145,0.19,-0.46,-0.65
RIVN,2/21/25,4/21/25,2,0.1104,-0.0579,0.1682,1.145,0.19,-0.46,-0.65
RIVN,2/21/25,5/21/25,3,0.1104,-0.0579,0.1682,1.145,0.19,-0.46,-0.65
RIVN,11/8/24,12/8/24,1,0.1775,0.0151,0.1624,-0.3616,-0.06,-0.98,-0.92
RIVN,11/8/24,1/8/25,2,0.2871,-0.0122,0.2993,-0.3616,-0.06,-0.98,-0.92
RIVN,11/8/24,2/8/25,3,0.1304,0.0067,0.1237,-0.3616,-0.06,-0.98,-0.92
RIVN,8/7/24,9/7/24,1,-0.1012,0.0183,-0.1195,0.4821,0.08,-1.13,-1.21
RIVN,8/7/24,10/7/24,2,-0.2874,0.0733,-0.3607,0.4821,0.08,-1.13,-1.21
RIVN,8/7/24,11/7/24,3,-0.3173,0.1259,-0.4431,0.4821,0.08,-1.13,-1.21
RIVN,5/8/24,6/8/24,1,0.1272,0.0266,0.1006,-0.4218,-0.07,-1.24,-1.17
RIVN,5/8/24,7/8/24,2,0.5157,0.0709,0.4447,-0.4218,-0.07,-1.24,-1.17
RIVN,5/8/24,8/8/24,3,0.4403,0.0234,0.4169,-0.4218,-0.07,-1.24,-1.17
RIVN,2/22/24,3/22/24,1,0.0725,0.0295,0.043,-0.2411,-0.04,-1.36,-1.32
RIVN,2/22/24,4/22/24,2,-0.1271,-0.013,-0.1142,-0.2411,-0.04,-1.36,-1.32
RIVN,2/22/24,5/22/24,3,0.0626,0.0465,0.016,-0.2411,-0.04,-1.36,-1.32
RIVN,11/8/23,12/8/23,1,0.242,0.0608,0.1812,0.7834,0.13,-1.19,-1.32
RIVN,11/8/23,1/8/24,2,0.2772,0.0984,0.1788,0.7834,0.13,-1.19,-1.32
RIVN,11/8/23,2/8/24,3,0.0509,0.1533,-0.1024,0.7834,0.13,-1.19,-1.32
RIVN,8/9/23,9/9/23,1,0.0543,-0.0009,0.0552,1.9887,0.33,-1.08,-1.41
RIVN,8/9/23,10/9/23,2,-0.1429,-0.0271,-0.1157,1.9887,0.33,-1.08,-1.41
RIVN,8/9/23,11/9/23,3,-0.3003,-0.0236,-0.2767,1.9887,0.33,-1.08,-1.41
RIVN,5/10/23,6/10/23,1,0.0022,0.0431,-0.0409,2.0489,0.34,-1.25,-1.59
RIVN,5/10/23,7/10/23,2,0.8432,0.0708,0.7724,2.0489,0.34,-1.25,-1.59
RIVN,5/10/23,8/10/23,3,0.5831,0.086,0.4971,2.0489,0.34,-1.25,-1.59
SOUN,2/28/25,3/28/25,1,-0.1764,-0.0453,-0.1311,-2.8229,-0.59,-0.69,-0.1
SOUN,2/28/25,4/28/25,2,-0.2054,-0.0362,-0.1693,-2.8229,-0.59,-0.69,-0.1
SOUN,2/28/25,5/28/25,3,-0.2054,-0.0362,-0.1693,-2.8229,-0.59,-0.69,-0.1
SOUN,11/13/24,12/13/24,1,1.5505,0.0183,1.5322,0.0478,0.01,-0.06,-0.07
SOUN,11/13/24,1/13/25,2,0.9336,-0.0169,0.9505,0.0478,0.01,-0.06,-0.07
SOUN,11/13/24,2/13/25,3,1.3002,0.0311,1.2691,0.0478,0.01,-0.06,-0.07
SOUN,8/9/24,9/9/24,1,-0.1047,0.0246,-0.1293,-0.0957,-0.02,-0.11,-0.09
SOUN,8/9/24,10/9/24,2,-0.1027,0.0856,-0.1883,-0.0957,-0.02,-0.11,-0.09
SOUN,8/9/24,11/9/24,3,0.3953,0.1252,0.2702,-0.0957,-0.02,-0.11,-0.09
SOUN,5/10/24,6/10/24,1,-0.1359,0.0283,-0.1642,0.0957,0.02,-0.07,-0.09
SOUN,5/10/24,7/10/24,2,-0.0815,0.0811,-0.1626,0.0957,0.02,-0.07,-0.09
SOUN,5/10/24,8/10/24,3,-0.1178,0.0265,-0.1442,0.0957,0.02,-0.07,-0.09
SOUN,3/1/24,4/1/24,1,-0.0116,0.0224,-0.034,-0.0478,-0.01,-0.07,-0.06
SOUN,3/1/24,5/1/24,2,-0.216,-0.0203,-0.1957,-0.0478,-0.01,-0.07,-0.06
SOUN,3/1/24,6/1/24,3,-0.1022,0.0326,-0.1348,-0.0478,-0.01,-0.07,-0.06
SOUN,11/11/23,12/11/23,1,0.0251,0.0495,-0.0244,0,0,-0.09,-0.09
SOUN,11/11/23,1/11/24,2,-0.1106,0.0865,-0.1971,0,0,-0.09,-0.09
SOUN,11/11/23,2/11/24,3,0.1357,0.1432,-0.0075,0,0,-0.09,-0.09
SOUN,8/9/23,9/9/23,1,0.2169,-0.0009,0.2178,0.0478,0.01,-0.1,-0.11
SOUN,8/9/23,10/9/23,2,0.0265,-0.0271,0.0536,0.0478,0.01,-0.1,-0.11
SOUN,8/9/23,11/9/23,3,-0.0847,-0.0236,-0.061,0.0478,0.01,-0.1,-0.11
SOUN,5/12/23,6/12/23,1,0.2269,0.0503,0.1766,-0.0478,-0.01,-0.13,-0.12
SOUN,5/12/23,7/12/23,2,0.3846,0.0839,0.3007,-0.0478,-0.01,-0.13,-0.12
SOUN,5/12/23,8/12/23,3,-0.2538,0.083,-0.3369,-0.0478,-0.01,-0.13,-0.12
MARA,2/27/25,3/27/25,1,-0.0201,-0.0427,0.0226,0.2173,0.11,0.79,0.68
MARA,2/27/25,4/27/25,2,-0.1494,-0.0531,-0.0964,0.2173,0.11,0.79,0.68
MARA,2/27/25,5/27/25,3,-0.1494,-0.0531,-0.0964,0.2173,0.11,0.79,0.68
MARA,11/13/24,12/13/24,1,0.0933,0.0183,0.075,-0.3161,-0.16,-0.42,-0.26
MARA,11/13/24,1/13/25,2,-0.1732,-0.0169,-0.1563,-0.3161,-0.16,-0.42,-0.26
MARA,11/13/24,2/13/25,3,-0.1866,0.0311,-0.2177,-0.3161,-0.16,-0.42,-0.26
MARA,8/2/24,9/2/24,1,-0.0147,0.0895,-0.1042,-1.146,-0.58,-0.72,-0.14
MARA,8/2/24,10/2/24,2,-0.1027,0.1029,-0.2055,-1.146,-0.58,-0.72,-0.14
MARA,8/2/24,11/2/24,3,-0.0496,0.1071,-0.1567,-1.146,-0.58,-0.72,-0.14
MARA,5/10/24,6/10/24,1,0.1275,0.0283,0.0991,2.0548,1.04,1.26,0.22
MARA,5/10/24,7/10/24,2,0.0944,0.0811,0.0134,2.0548,1.04,1.26,0.22
MARA,5/10/24,8/10/24,3,-0.0133,0.0265,-0.0398,2.0548,1.04,1.26,0.22
MARA,2/29/24,3/29/24,1,-0.1637,0.0231,-0.1868,1.2447,0.63,0.66,0.03
MARA,2/29/24,4/29/24,2,-0.3322,-0.0024,-0.3299,1.2447,0.63,0.66,0.03
MARA,2/29/24,5/29/24,3,-0.2504,0.029,-0.2794,1.2447,0.63,0.66,0.03
MARA,10/16/23,11/16/23,1,0.155,0.0326,0.1224,0.8891,0.45,0.35,-0.1
MARA,10/16/23,12/16/23,2,1.1645,0.0808,1.0837,0.8891,0.45,0.35,-0.1
MARA,10/16/23,1/16/24,3,1.1041,0.0937,1.0105,0.8891,0.45,0.35,-0.1
MARA,8/9/23,9/9/23,1,-0.2502,-0.0009,-0.2493,-0.1185,-0.06,-0.13,-0.07
MARA,8/9/23,10/9/23,2,-0.4254,-0.0271,-0.3983,-0.1185,-0.06,-0.13,-0.07
MARA,8/9/23,11/9/23,3,-0.3656,-0.0236,-0.342,-0.1185,-0.06,-0.13,-0.07
MARA,5/11/23,6/11/23,1,0.0516,0.0445,0.0071,0.0593,0.03,-0.05,-0.08
MARA,5/11/23,7/11/23,2,0.9496,0.079,0.8706,0.0593,0.03,-0.05,-0.08
MARA,5/11/23,8/11/23,3,0.6682,0.0868,0.5814,0.0593,0.03,-0.05,-0.08
RILY,8/16/11,9/16/11,1,0,0.0214,-0.0214,-0.6385,-1.8,-1.6,0.2
RILY,8/16/11,10/16/11,2,0,0.0302,-0.0302,-0.6385,-1.8,-1.6,0.2
RILY,8/16/11,11/16/11,3,-0.0833,0.0429,-0.1262,-0.6385,-1.8,-1.6,0.2
RILY,5/17/11,6/17/11,1,-0.0323,-0.0412,0.009,0.1419,0.4,-0.4,-0.8
RILY,5/17/11,7/17/11,2,-0.0323,-0.0062,-0.026,0.1419,0.4,-0.4,-0.8
RILY,5/17/11,8/17/11,3,-0.6129,-0.0969,-0.516,0.1419,0.4,-0.4,-0.8
RILY,4/1/11,5/1/11,1,0.1667,0.0246,0.142,-0.2838,-0.8,-1.4,-0.6
RILY,4/1/11,6/1/11,2,0,-0.0096,0.0096,-0.2838,-0.8,-1.4,-0.6
RILY,4/1/11,7/1/11,3,0,0.0108,-0.0108,-0.2838,-0.8,-1.4,-0.6
RILY,11/16/10,12/16/10,1,-0.18,0.0564,-0.2364,1.5607,4.4,0.4,-4
RILY,11/16/10,1/16/11,2,0.1,0.1,0,1.5607,4.4,0.4,-4
RILY,11/16/10,2/16/11,3,-0.24,0.1387,-0.3787,1.5607,4.4,0.4,-4
RILY,8/17/10,9/17/10,1,-0.5176,0.032,-0.5496,-1.3479,-3.8,-4.8,-1
RILY,8/17/10,10/17/10,2,-0.3529,0.0798,-0.4327,-1.3479,-3.8,-4.8,-1
RILY,8/17/10,11/17/10,3,-0.3529,0.0845,-0.4375,-1.3479,-3.8,-4.8,-1
RILY,5/18/10,6/18/10,1,-0.0833,-0.0012,-0.0821,0.0709,0.2,-2.2,-2.4
RILY,5/18/10,7/18/10,2,-0.3056,-0.0466,-0.259,0.0709,0.2,-2.2,-2.4
RILY,5/18/10,8/18/10,3,-0.6056,-0.0186,-0.587,0.0709,0.2,-2.2,-2.4
RILY,3/31/10,4/30/10,1,-0.1364,0.0155,-0.1518,-1.0641,-3,-3.2,-0.2
RILY,3/31/10,5/31/10,2,-0.1818,-0.0652,-0.1166,-1.0641,-3,-3.2,-0.2
RILY,3/31/10,6/30/10,3,-0.3136,-0.1136,-0.2001,-1.0641,-3,-3.2,-0.2
RILY,11/17/09,12/17/09,1,-0.1772,-0.0104,-0.1668,1.0641,3,3.4,0.4
RILY,11/17/09,1/17/10,2,-0.0886,0.0262,-0.1148,1.0641,3,3.4,0.4
RILY,11/17/09,2/17/10,3,-0.0506,-0.0044,-0.0463,1.0641,3,3.4,0.4
IBRX,3/4/25,4/4/25,1,-0.0327,-0.035,0.0023,1.1249,0.11,-0.09,-0.2
IBRX,3/4/25,5/4/25,2,-0.0327,-0.035,0.0023,1.1249,0.11,-0.09,-0.2
IBRX,3/4/25,6/4/25,3,-0.0327,-0.035,0.0023,1.1249,0.11,-0.09,-0.2
IBRX,11/13/24,12/13/24,1,-0.4107,0.0183,-0.429,0.6136,0.06,-0.12,-0.18
IBRX,11/13/24,1/13/25,2,-0.4908,-0.0169,-0.4739,0.6136,0.06,-0.12,-0.18
IBRX,11/13/24,2/13/25,3,-0.3183,0.0311,-0.3493,0.6136,0.06,-0.12,-0.18
IBRX,8/13/24,9/13/24,1,-0.0773,0.0336,-0.1109,-0.3068,-0.03,-0.2,-0.17
IBRX,8/13/24,10/13/24,2,-0.0593,0.0692,-0.1284,-0.3068,-0.03,-0.2,-0.17
IBRX,8/13/24,11/13/24,3,0.2448,0.1016,0.1432,-0.3068,-0.03,-0.2,-0.17
IBRX,5/10/24,6/10/24,1,-0.2769,0.0283,-0.3053,-0.4091,-0.04,-0.2,-0.16
IBRX,5/10/24,7/10/24,2,-0.2375,0.0811,-0.3186,-0.4091,-0.04,-0.2,-0.16
IBRX,5/10/24,8/10/24,3,-0.4739,0.0265,-0.5004,-0.4091,-0.04,-0.2,-0.16
IBRX,3/20/24,4/20/24,1,-0.1459,-0.0518,-0.0941,-1.7385,-0.17,-0.35,-0.18
IBRX,3/20/24,5/20/24,2,0.141,0.0151,0.126,-1.7385,-0.17,-0.35,-0.18
IBRX,3/20/24,6/20/24,3,0.0535,0.0475,0.006,-1.7385,-0.17,-0.35,-0.18
IBRX,11/10/23,12/10/23,1,-0.0029,0.0455,-0.0484,0.6136,0.06,-0.19,-0.25
IBRX,11/10/23,1/10/24,2,0.218,0.087,0.131,0.6136,0.06,-0.19,-0.25
IBRX,11/10/23,2/10/24,3,0.3314,0.1432,0.1882,0.6136,0.06,-0.19,-0.25
IBRX,8/9/23,9/9/23,1,-0.2565,-0.0009,-0.2556,-0.9204,-0.09,-0.32,-0.23
IBRX,8/9/23,10/9/23,2,-0.1816,-0.0271,-0.1544,-0.9204,-0.09,-0.32,-0.23
IBRX,8/9/23,11/9/23,3,0.6398,-0.0236,0.6634,-0.9204,-0.09,-0.32,-0.23
BBAI,3/7/25,4/7/25,1,-0.0605,0.0037,-0.0642,-2.6226,-0.39,-0.43,-0.04
BBAI,3/7/25,5/7/25,2,-0.0605,0.0037,-0.0642,-2.6226,-0.39,-0.43,-0.04
BBAI,3/7/25,6/7/25,3,-0.0605,0.0037,-0.0642,-2.6226,-0.39,-0.43,-0.04
BBAI,11/6/24,12/6/24,1,0.9425,0.0205,0.922,0.0672,0.01,-0.05,-0.06
BBAI,11/6/24,1/6/25,2,1.4713,0.0029,1.4683,0.0672,0.01,-0.05,-0.06
BBAI,11/6/24,2/6/25,3,2.8908,0.0214,2.8694,0.0672,0.01,-0.05,-0.06
BBAI,8/2/24,9/2/24,1,0.2823,0.0895,0.1928,0.1345,0.02,-0.05,-0.07
BBAI,8/2/24,10/2/24,2,0.1129,0.1029,0.01,0.1345,0.02,-0.05,-0.07
BBAI,8/2/24,11/2/24,3,0.2742,0.1071,0.1671,0.1345,0.02,-0.05,-0.07
BBAI,5/3/24,6/3/24,1,-0.0199,0.0217,-0.0416,-1.0087,-0.15,-0.21,-0.06
BBAI,5/3/24,7/3/24,2,-0.0199,0.071,-0.0909,-1.0087,-0.15,-0.21,-0.06
BBAI,5/3/24,8/3/24,3,-0.1126,0.0349,-0.1475,-1.0087,-0.15,-0.21,-0.06
BBAI,3/8/24,4/8/24,1,-0.2149,0.0177,-0.2326,-0.6052,-0.09,-0.14,-0.05
BBAI,3/8/24,5/8/24,2,-0.3843,0.0147,-0.399,-0.6052,-0.09,-0.14,-0.05
BBAI,3/8/24,6/8/24,3,-0.405,0.0477,-0.4527,-0.6052,-0.09,-0.14,-0.05
BBAI,11/8/23,12/8/23,1,0.1299,0.0608,0.0691,0.6725,0.1,0.03,-0.07
BBAI,11/8/23,1/8/24,2,0.4221,0.0984,0.3237,0.6725,0.1,0.03,-0.07
BBAI,11/8/23,2/8/24,3,0.1169,0.1533,-0.0364,0.6725,0.1,0.03,-0.07
BBAI,8/9/23,9/9/23,1,0.0764,-0.0009,0.0773,-0.3362,-0.05,-0.12,-0.07
BBAI,8/9/23,10/9/23,2,-0.0191,-0.0271,0.008,-0.3362,-0.05,-0.12,-0.07
BBAI,8/9/23,11/9/23,3,-0.0191,-0.0236,0.0045,-0.3362,-0.05,-0.12,-0.07
BBAI,5/10/23,6/10/23,1,-0.1873,0.0431,-0.2304,-0.8742,-0.13,-0.19,-0.06
BBAI,5/10/23,7/10/23,2,-0.1673,0.0708,-0.2381,-0.8742,-0.13,-0.19,-0.06
BBAI,5/10/23,8/10/23,3,-0.3745,0.086,-0.4605,-0.8742,-0.13,-0.19,-0.06
TLRY,1/11/25,2/11/25,1,-0.2034,0.0411,-0.2445,-0.0886,-0.06,-0.1,-0.04
TLRY,1/11/25,3/11/25,2,-0.4831,-0.0438,-0.4392,-0.0886,-0.06,-0.1,-0.04
TLRY,1/11/25,4/11/25,3,-0.4456,-0.0322,-0.4134,-0.0886,-0.06,-0.1,-0.04
TLRY,10/11/24,11/11/24,1,-0.1195,0.0247,-0.1442,0,0,-0.04,-0.04
TLRY,10/11/24,12/11/24,2,-0.2075,0.0396,-0.2471,0,0,-0.04,-0.04
TLRY,10/11/24,1/11/25,3,-0.2264,-0.0032,-0.2232,0,0,-0.04,-0.04
TLRY,7/30/24,8/30/24,1,-0.1576,0.0234,-0.181,-0.0295,-0.02,-0.04,-0.02
TLRY,7/30/24,9/30/24,2,-0.133,0.0449,-0.1779,-0.0295,-0.02,-0.04,-0.02
TLRY,7/30/24,10/30/24,3,-0.1675,0.0562,-0.2237,-0.0295,-0.02,-0.04,-0.02
TLRY,4/10/24,5/10/24,1,0.0158,0.0055,0.0103,-0.1033,-0.07,-0.12,-0.05
TLRY,4/10/24,6/10/24,2,-0.0632,0.0341,-0.0973,-0.1033,-0.07,-0.12,-0.05
TLRY,4/10/24,7/10/24,3,-0.0368,0.0871,-0.124,-0.1033,-0.07,-0.12,-0.05
TLRY,10/5/23,11/5/23,1,-0.068,0.012,-0.08,-0.0738,-0.05,-0.1,-0.05
TLRY,10/5/23,12/5/23,2,-0.0922,0.063,-0.1552,-0.0738,-0.05,-0.1,-0.05
TLRY,10/5/23,1/5/24,3,0.1068,0.0938,0.013,-0.0738,-0.05,-0.1,-0.05
TLRY,7/27/23,8/27/23,1,0.0308,-0.0371,0.0679,-0.1476,-0.1,-0.15,-0.05
TLRY,7/27/23,9/27/23,2,0.0573,-0.0643,0.1215,-0.1476,-0.1,-0.15,-0.05
TLRY,7/27/23,10/27/23,3,-0.2467,-0.098,-0.1487,-0.1476,-0.1,-0.15,-0.05
TLRY,4/11/23,5/11/23,1,-0.0122,0.01,-0.0222,-2.7165,-1.84,-1.9,-0.06
TLRY,4/11/23,6/11/23,2,-0.3537,0.0535,-0.4072,-2.7165,-1.84,-1.9,-0.06
TLRY,4/11/23,7/11/23,3,-0.2805,0.0884,-0.3688,-2.7165,-1.84,-1.9,-0.06
MSTR,2/6/25,3/6/25,1,-0.0716,-0.0467,-0.0249,-0.2469,-3.23,-3.3,-0.07
MSTR,2/6/25,4/6/25,2,-0.0658,-0.0634,-0.0023,-0.2469,-3.23,-3.3,-0.07
MSTR,2/6/25,5/6/25,3,-0.0658,-0.0634,-0.0023,-0.2469,-3.23,-3.3,-0.07
MSTR,10/31/24,11/30/24,1,0.6868,0.0552,0.6316,-0.1208,-1.58,-1.72,-0.14
MSTR,10/31/24,12/31/24,2,0.2608,0.0298,0.231,-0.1208,-1.58,-1.72,-0.14
MSTR,10/31/24,1/31/25,3,0.4574,0.0574,0.4,-0.1208,-1.58,-1.72,-0.14
MSTR,8/2/24,9/2/24,1,0.0116,0.0895,-0.0779,-0.0428,-0.56,-0.57,-0.01
MSTR,8/2/24,10/2/24,2,0.2578,0.1029,0.1549,-0.0428,-0.56,-0.57,-0.01
MSTR,8/2/24,11/2/24,3,0.7549,0.1071,0.6478,-0.0428,-0.56,-0.57,-0.01
MSTR,4/30/24,5/30/24,1,0.4986,0.0445,0.4541,-0.6575,-8.6,-8.26,0.34
MSTR,4/30/24,6/30/24,2,0.3396,0.0912,0.2484,-0.6575,-8.6,-8.26,0.34
MSTR,4/30/24,7/30/24,3,0.56,0.0867,0.4732,-0.6575,-8.6,-8.26,0.34
MSTR,2/7/24,3/7/24,1,1.2116,0.0331,1.1785,0.3876,5.07,5.62,0.55
MSTR,2/7/24,4/7/24,2,1.4481,0.0436,1.4045,0.3876,5.07,5.62,0.55
MSTR,2/7/24,5/7/24,3,1.1392,0.041,1.0982,0.3876,5.07,5.62,0.55
MSTR,11/2/23,12/2/23,1,0.1624,0.0562,0.1063,-0.7393,-9.67,-8.98,0.69
MSTR,11/2/23,1/2/24,2,0.5093,0.0917,0.4176,-0.7393,-9.67,-8.98,0.69
MSTR,11/2/23,2/2/24,3,0.1017,0.1419,-0.0402,-0.7393,-9.67,-8.98,0.69
MSTR,8/2/23,9/2/23,1,-0.0986,0.0052,-0.1038,0.2194,2.87,2.35,-0.52
MSTR,8/2/23,10/2/23,2,-0.155,-0.0446,-0.1103,0.2194,2.87,2.35,-0.52
MSTR,8/2/23,11/2/23,3,0.1634,-0.0369,0.2003,0.2194,2.87,2.35,-0.52
MSTR,5/2/23,6/2/23,1,-0.007,0.0488,-0.0557,2.4365,31.87,30.59,-1.28
MSTR,5/2/23,7/2/23,2,0.1255,0.0905,0.035,2.4365,31.87,30.59,-1.28
MSTR,5/2/23,8/2/23,3,0.3388,0.1073,0.2315,2.4365,31.87,30.59,-1.28
LUNR,3/25/25,4/25/25,1,-0.1502,-0.0134,-0.1368,-1.2743,-2.35,-2.43,-0.08
LUNR,3/25/25,5/25/25,2,-0.1502,-0.0134,-0.1368,-1.2743,-2.35,-2.43,-0.08
LUNR,3/25/25,6/25/25,3,-0.1502,-0.0134,-0.1368,-1.2743,-2.35,-2.43,-0.08
LUNR,11/15/24,12/15/24,1,0.0004,0.0273,-0.0269,-0.385,-0.71,-0.83,-0.12
LUNR,11/15/24,1/15/25,2,0.6421,0.0113,0.6309,-0.385,-0.71,-0.83,-0.12
LUNR,11/15/24,2/15/25,3,0.6798,0.0401,0.6397,-0.385,-0.71,-0.83,-0.12
LUNR,8/14/24,9/14/24,1,0.5099,0.0162,0.4937,0.2928,0.54,0.29,-0.25
LUNR,8/14/24,10/14/24,2,0.9261,0.0597,0.8664,0.2928,0.54,0.29,-0.25
LUNR,8/14/24,11/14/24,3,1.5197,0.0761,1.4436,0.2928,0.54,0.29,-0.25
LUNR,5/15/24,6/15/24,1,-0.2693,0.0267,-0.296,-1.6105,-2.97,-2.7,0.27
LUNR,5/15/24,7/15/24,2,-0.1846,0.0655,-0.2501,-1.6105,-2.97,-2.7,0.27
LUNR,5/15/24,8/15/24,3,-0.2354,0.0495,-0.2849,-1.6105,-2.97,-2.7,0.27
LUNR,3/22/24,4/22/24,1,-0.161,-0.0386,-0.1224,0.4121,0.76,0.4,-0.36
LUNR,3/22/24,5/22/24,2,-0.1772,0.0194,-0.1966,0.4121,0.76,0.4,-0.36
LUNR,3/22/24,6/22/24,3,-0.4049,0.051,-0.4559,0.4121,0.76,0.4,-0.36
LUNR,11/14/23,12/14/23,1,-0.0526,0.0497,-0.1023,0.7429,1.37,1.13,-0.24
LUNR,11/14/23,1/14/24,2,-0.1579,0.0643,-0.2222,0.7429,1.37,1.13,-0.24
LUNR,11/14/23,2/14/24,3,0.6382,0.1132,0.5249,0.7429,1.37,1.13,-0.24
LUNR,8/15/23,9/15/23,1,-0.2762,0.012,-0.2882,0.9652,1.78,1.52,-0.26
LUNR,8/15/23,10/15/23,2,-0.3705,-0.0151,-0.3554,0.9652,1.78,1.52,-0.26
LUNR,8/15/23,11/15/23,3,-0.4786,0.0264,-0.505,0.9652,1.78,1.52,-0.26
ZIM,3/13/25,4/13/25,1,0.031,-0.0003,0.0313,1.2521,1.5,4.66,3.16
ZIM,3/13/25,5/13/25,2,0.031,-0.0003,0.0313,1.2521,1.5,4.66,3.16
ZIM,3/13/25,6/13/25,3,0.031,-0.0003,0.0313,1.2521,1.5,4.66,3.16
ZIM,11/21/24,12/21/24,1,-0.0782,-0.004,-0.0742,1.9115,2.29,9.34,7.05
ZIM,11/21/24,1/21/25,2,-0.1815,0.0161,-0.1976,1.9115,2.29,9.34,7.05
ZIM,11/21/24,2/21/25,3,0.0538,0.0108,0.043,1.9115,2.29,9.34,7.05
ZIM,8/20/24,9/20/24,1,-0.033,0.0167,-0.0497,1.0768,1.29,3.08,1.79
ZIM,8/20/24,10/20/24,2,0.1025,0.046,0.0565,1.0768,1.29,3.08,1.79
ZIM,8/20/24,11/20/24,3,0.302,0.0565,0.2455,1.0768,1.29,3.08,1.79
ZIM,5/22/24,6/22/24,1,0.0233,0.0386,-0.0153,-0.5926,-0.71,0.75,1.46
ZIM,5/22/24,7/22/24,2,-0.0756,0.058,-0.1336,-0.5926,-0.71,0.75,1.46
ZIM,5/22/24,8/22/24,3,0.1056,0.0609,0.0447,-0.5926,-0.71,0.75,1.46
ZIM,3/14/24,4/14/24,1,0.0688,0.002,0.0668,0.0501,0.06,-1.23,-1.29
ZIM,3/14/24,5/14/24,2,1.0148,0.0264,0.9884,0.0501,0.06,-1.23,-1.29
ZIM,3/14/24,6/14/24,3,0.9821,0.0646,0.9175,0.0501,0.06,-1.23,-1.29
UAL,1/22/25,2/22/25,1,-0.069,-0.0161,-0.0529,0.9212,0.26,3.26,3
UAL,1/22/25,3/22/25,2,-0.2731,-0.0723,-0.2008,0.9212,0.26,3.26,3
UAL,1/22/25,4/22/25,3,-0.3379,-0.0772,-0.2606,0.9212,0.26,3.26,3
UAL,10/16/24,11/16/24,1,0.2433,0.0058,0.2374,0.5669,0.16,3.33,3.17
UAL,10/16/24,12/16/24,2,0.3021,0.042,0.2601,0.5669,0.16,3.33,3.17
UAL,10/16/24,1/16/25,3,0.447,0.0194,0.4276,0.5669,0.16,3.33,3.17
UAL,7/18/24,8/18/24,1,-0.1223,0.0097,-0.132,0.7441,0.21,4.14,3.93
UAL,7/18/24,9/18/24,2,0.1049,0.0226,0.0823,0.7441,0.21,4.14,3.93
UAL,7/18/24,10/18/24,3,0.547,0.0681,0.4789,0.7441,0.21,4.14,3.93
UAL,4/17/24,5/17/24,1,0.069,0.0599,0.0091,1.4881,0.42,-0.15,-0.57
UAL,4/17/24,6/17/24,2,-0.0206,0.0953,-0.1159,1.4881,0.42,-0.15,-0.57
UAL,4/17/24,7/17/24,3,-0.0871,0.1185,-0.2057,1.4881,0.42,-0.15,-0.57
UAL,1/23/24,2/23/24,1,0.1143,0.0463,0.0681,1.0984,0.31,2,1.69
UAL,1/23/24,3/23/24,2,0.1379,0.0771,0.0607,1.0984,0.31,2,1.69
UAL,1/23/24,4/23/24,3,0.323,0.045,0.278,1.0984,0.31,2,1.69
UAL,10/18/23,11/18/23,1,0.1035,0.0571,0.0464,1.0629,0.3,3.65,3.35
UAL,10/18/23,12/18/23,2,0.1749,0.1113,0.0636,1.0629,0.3,3.65,3.35
UAL,10/18/23,1/18/24,3,0.1038,0.1219,-0.0181,1.0629,0.3,3.65,3.35
UAL,7/20/23,8/20/23,1,-0.1477,-0.0347,-0.113,3.5431,1,5.03,4.03
UAL,7/20/23,9/20/23,2,-0.23,-0.0265,-0.2035,3.5431,1,5.03,4.03
UAL,7/20/23,10/20/23,3,-0.3909,-0.0652,-0.3257,3.5431,1,5.03,4.03
UAL,4/19/23,5/19/23,1,0.059,0.0164,0.0427,0.3543,0.1,-0.63,-0.73
UAL,4/19/23,6/19/23,2,0.1918,0.0709,0.1209,0.3543,0.1,-0.63,-0.73
UAL,4/19/23,7/19/23,3,0.2208,0.1093,0.1115,0.3543,0.1,-0.63,-0.73
RIOT,2/25/25,3/25/25,1,-0.0481,-0.0292,-0.0189,0.545,0.26,0.44,0.18
RIOT,2/25/25,4/25/25,2,-0.1566,-0.0536,-0.103,0.545,0.26,0.44,0.18
RIOT,2/25/25,5/25/25,3,-0.1566,-0.0536,-0.103,0.545,0.26,0.44,0.18
RIOT,10/31/24,11/30/24,1,0.34,0.0552,0.2849,-0.7965,-0.38,-0.54,-0.16
RIOT,10/31/24,12/31/24,2,0.0816,0.0298,0.0518,-0.7965,-0.38,-0.54,-0.16
